id,scene,conversation
animaestro_adrien_0001,Inside event. Adrien is greeting the Tsurugis while Gabriel Agreste is seen on a tablet held by Nathalie.,"Kagami: (glares at Chloé) Don't ever touch me again. Don't ever speak to me again. Don't ever look at me again
Adrien: Kon ban wa Tsurugi-san (Good evening Mrs. Tsurugi) (Adrien bows to the Tsurugis) Dozo yoroshiku onegaishimasu (Nice to meet you)
Mrs. Tsurugi: Gabriel-san. Per our discussion at our last meeting, I've brought these documents"
animaestro_adrien_0002,Inside event. Adrien is greeting the Tsurugis while Gabriel Agreste is seen on a tablet held by Nathalie.,"Nathalie: Please follow me. (exits with Mrs. Tsurugi, leaving Adrien with Kagami)
Adrien: I'm glad to see you again, Kagami!
Kagami: Me too, Adrien. (spots Marinette and Chloé looking at her with crossed arms and intentionally takes Adrien's arm)"
animaestro_adrien_0003,Where Kagami and Adrien are talking.,"Marinette: I'm just stopping Kagami from kidnapping Adrien and taking him off to Japan. He's too nice to see what she's really up to!
Adrien: Well I'm more of a dog person... (camera zooms further out to show Chloé and Marinette)
Chloé: Alright. (she looks at what Marinette has gathered) Garbage bag, ladle and what? (she holds up a spool of string) I asked you to get some rope!"
animaestro_adrien_0004,Another part of the event. Chloé is handing a cake to Jagged.,"Chloé: Hah! This is a part of the plan
Adrien: Sit down. I'll help you
Chloé: Phase two, Dupain-Cheng"
animaestro_adrien_0005,Movie theater.,"Thomas: She recognized me. Somebody actually recognized me! (wipes away tears) This is the best day of my life! (eats a macaron)
Adrien: Awesome you could get in, Marinette. And I'm really sorry I didn't get to taste your macaron. It looked delicious
Marinette: It's no biggie. There will be tons of other macarons, I mean, occasions"
animan_adrien_0001,"Outside Collège Françoise Dupont. Alya and Marinette are walking out of the Collège, while Adrien and Nino are hiding behind a banister.","Marinette: All of the above. (bumps into Nino) Huh?
Adrien: (appears behind Nino) Oh, so sorry. (nudges Nino) Right, Nino?
Nino: Sorry"
animan_adrien_0002,"Outside Collège Françoise Dupont. Alya and Marinette are walking out of the Collège, while Adrien and Nino are hiding behind a banister.","Marinette and Adrien: Sorry. (Marinette grabs the magazine away)
Adrien: Sorry about that. How could we make it up to you? Any ideas...Nino? (Nino doesn't answer) How about we all check out the...zoo today? Word is they've got a new... (snaps his fingers in front of Nino)
Nino: Uh, they-they got a new panther"
animan_adrien_0003,"Outside Collège Françoise Dupont. Alya and Marinette are walking out of the Collège, while Adrien and Nino are hiding behind a banister.","Marinette: Uh, yeah. I, uh, I'm (really) into zoonimals. I mean, uh, anizools. I mean zoonimoos. I... (sighs)
Adrien: Cool. Say, after school, four o'clock? (looks at Nino) Nino, sound good? (Nino nods nervously) Cool, four o'clock then
Marinette: Four! (Adrien nods before he pulls Nino and walks away) Four o'clock. (lovestruck) Yeah"
animan_adrien_0004,The Zoo. Marinette turns on a speaker in her left ear.,"Marinette: Uh, hey, Nino! (looks behind him) Uh, isn't Adrien with you?
Adrien: Tell her you'll both be better off without me
Nino: We'll be better off without me"
animan_adrien_0005,The Zoo. Marinette turns on a speaker in her left ear.,"Nino: (to Marinette) You're right; we'll wait
Adrien: (from the earpiece) No! What are you talking about? Don't wait for me; I'm not coming!
Otis: Look what Daddy's brought you. Only the finest for my baby"
animan_adrien_0006,Marinette and Nino are sitting at a picnic table waiting for Adrien.,"Marinette: You sure taking his time, huh? He's not coming, is he?
Adrien: (from the earpiece) Repeat after me. Yes he is, but first I wanted to take this opportunity to
Nino: Yes he is, but first I wanted to take this opportunity to
Adrien: (from the earpiece) Tell you that I love you, Marinette
Nino: Tell you that I-- Gahhh... I... Love a girl but I don't know how to tell her!
Adrien: Hey, what are you doing?"
animan_adrien_0007,Marinette and Nino are sitting at a picnic table waiting for Adrien.,"Nino: Oh, yeah
Adrien: (from the earpiece) Tell her it's you!
Nino: It's youuu...uur best friend Alya!"
animan_adrien_0008,The akuma flies and infects Otis' bracelet.,"Adrien: We've gotta do something. (Plagg sighs while he sits on Adrien's head)
Adrien: Plagg, claws out!(Adrien transforms into Cat Noir)
Animan: You lost, kiddo. What do you think of panthers now?"
antibug_adrien_0001,Literature classroom. The entire class is working on something with a tablet.,"Marinette: (whispers) Tikki, we've gotta get outta here
Adrien: Miss, please, I have to go to the restroom. (walks out of the class) Thank you. (closes the door)
Marinette: So do I, please?"
antibug_adrien_0002,The bathrooms. Marinette walks inside the girls' bathroom where she sees crude drawings of Chloé and multiple instances of Chloé's name being scratched out are present on the walls and stall doors.,"Marinette: Huh, the hard part's going to be finding out who doesn't
Adrien: Something really strange going on
Marinette and Adrien: (at the same time with their respective Kwami) Time to transform!"
backwarder_adrien_0001,At the Gare du Nord train station. Ladybug comes swinging on her yo-yo,"Marinette: (shouts) Adrien! (runs towards him desperately while panting)
Adrien: Marinette?
Marinette: Er. (takes letter out of her purse) Here! Read this in the drain... on the train! I've never told you kiss... (this,) but what I want more than anything else in the world is written on this piece of paper and... (blushes looking straight at Adrien) only you can give it to me"
backwarder_adrien_0002,"Back on the train, Adrien is listening to music on his earphones","Adrien: (his phone beeps) Huh? (presses alert button)
Adrien: (gasps, then turns to Kagami) I—I better go check on my father
Hawk Moth: Occupied!
Adrien: Oops, sorry! (goes to the other washroom and locks the door)"
backwarder_adrien_0003,Back on the train,"Train conductor: (to a passenger who needs to use the washroom) I know it's taking a long time—
Adrien: You seem to be feeling a lot better, Father
Gabriel: Oh yes, I am. (escorts Adrien to his seat)"
bakerix_adrien_0001,Adrien's room.,"Bakerix: Well, we didn't have superheroes in (my) youth! (tries kicking her, she dodges, then launches her yo-yo at him) There will be no superheroes in (my) Paris! (He pulls up on her yo-yo, and throws her across Paris, screaming.)
Adrien: Looks like Ladybug's the one unveiling a brand new method of air transport
Ladybug: (lands in a tree) Ah! Oof!"
befana_adrien_0001,The Place des Vosges,"Befana: Then take me to her!
Adrien: Happy birthday, Marinette
Alya: Open it, Marinette!"
befana_adrien_0002,The Place des Vosges,"Adrien: Party's over, my friend!
Adrien: Plagg, claws out!
Befana: It's rude to leave while Befana's still speaking to you. (her gun's aim is knocked away by Cat Noir's staff and she looks over at him)"
befana_adrien_0003,Marinette's party,"Adrien: Bravo. (he holds out his gift to Marinette) You never got a chance to open it with all that was going on
Adrien: I always carry the lucky charm you gave me with me wherever I go, and I think it works pretty well. So... I figured it was my turn to make one for you
Marinette: You're so wonderful... Oh, uh- (it's) wonderful, what a charm! Uh... luck charm! I-I'll wear the charm um, with luck! Basically, um... thank you"
captain_hardrock_adrien_0001,Adrien's Room,"Nadja: Paris is yet again under attack, a new villain is destroying all the music festival concerts one by one. Please take shelter as soon as possible!
Adrien: I may be grounded Plagg, but they're playing my song
Plagg: Yeah, I know it by heart"
captain_hardrock_adrien_0002,On the Liberty,"Roger: Have a good gig! (walks off; waving)
Adrien: Hi everyone! Hi ma'am
Marinette: Watch where you're walking! Ditching, the, the- the--
Adrien: Woah! (trips over something as a case falls over)"
cat_blanc_adrien_0001,Adrien's room,"Ladybug: 'Cause... there's this boy, I
Adrien: Me!
Plagg: No, no, no, no! (tries pulling the beret away from Adrien) It doesn't make any sense, Marinette is Marinette and Ladybug is—
Adrien: Marinette! (holds the beret closer to him)
Plagg: Okay Adrien, this whole thing smells like rotten cheese. You know you aren't supposed to know each other's secret identities!
Adrien: Just because I know her secret identity doesn't mean she has to know about mine. Everything will be just fine, I promise. (wears the beret and runs out)
Plagg: Adrien! Putting a smelly piece of cheese in a box doesn't stop it from smelling!"
cat_blanc_adrien_0002,"Alternate Paris, full of destruction","Ladybug: You're wrong! I'm not Marinette! (seen from burrow) It's impossible, I never told you anything!'
Adrien: (opens the door) Ladybug?
Bunnyx: Oh, no! What have you done, Marinette?! (rewinds)"
cat_blanc_adrien_0003,Burrow,"Adrien: I have something to tell you
Adrien: I've realized... I've realized that you're not just a friend to me. I’ve always felt like you were more than that. (holds Marinette's hand) And now I know why
Alya, Rose, Juleka, and Mylène: Ohhh?"
cat_blanc_adrien_0004,Burrow,"Adrien: (begging, with tears on his eyes) I beg you, please!
Adrien: (runs to Marinette and sees the Akuma) Marinette, MOOOOVVEEE!!!!!!
Marinette: Adrien? (turns around)
Adrien: Plagg, claws out!"
cat_blanc_adrien_0005,"Alternate Paris, underwater","Hawk Moth: I would put that Cataclysm away if I were you... (
Adrien.: )
Cat Noir: How do you…? (the lid of Émilie's coffin opens and he sees Émilie) Mother?"
catalyst_heroes_day_part_1__adrien_0001,Miss Bustier's classroom.,"Miss Bustier: Adrien?
Adrien: Today I plan to give my fencing classmates a lesson in Chinese and my Chinese classmates a lesson in fencing
Miss Bustier: Alya?"
catalyst_heroes_day_part_1__adrien_0002,Agreste Mansion,"Marinette: You're right. (grabs apron) If I get to work right away, I'll have enough time to make the macarons by myself. (leaves the room while Tom and Sabine shrug at each other)
Adrien: (finishes eating and then reaches for his phone)
Nathalie: (looks at her phone) Sir, Adrien has a special request. He'd like to go to a picnic tonight"
catalyst_heroes_day_part_1__adrien_0003,Rooftop of Palais de Chaillot. The heroes plan their next move.,"Marinette: (walking up the school steps) Well, anyone can get carried away from time to time
Adrien: (running towards Marinette) Marinette! This is awesome! My father gave me permission to come to your tasting
Marinette: I, I, I, huh...?
Adrien: (saddened) You didn't make enough pastries for me, is that it?
Marinette: Oh no! We've got plenty! You're so cute. I mean, uh, it's so cute -- cool. It's cool that you can make it. (Adrien smiles and he and Marinette enter the building where they notice several students staring worringly at their phones. They approach Rose, Juleka, and Mylène)"
catalyst_heroes_day_part_1__adrien_0004,Rooftop of Palais de Chaillot. The heroes plan their next move.,"Adrien: (pats Plagg's head) You're a true hero
Adrien: Plagg, claws out! (Adrien transforms into Cat Noir) (Scene: Some other Parisian streets) (Ladybug heads towards Master Fu's place when she suddenly gets the feeling that she's being followed, so she ducks inside a nearby sewer and hides. She soon spots Vanisher and grabs her with her yo-yo)
Ladybug: I knew it! (snatches her glasses and breaks them) No more evil doing for you, little akuma. Time to de-evilize! (purifies the akuma and catches her yo-yo) Gotcha! Bye-bye, little butterfly. (She releases the akuma. Vanisher turns back into Sabrina)"
chameleon_adrien_0001,Literature classroom.,"Lila: Now it is, yes. But he had a kitten until he found out he was allergic to it. The best part is, since you're such an excellent student, Adrien, you'll be able to help me catch up with all the schoolwork I missed while I was traveling with my parents. Would you do that for me?
Adrien: Sure, Lila
Marinette: Miss Bustier, why do I have to sit in the back now?"
chameleon_adrien_0002,Literature classroom.,"Marinette: Uh, I… I…
Adrien: My eyesight and hearing are good. I'll sit in the back of the class and you two can sit up front. I don't mind
Marinette and Lila: No!"
chameleon_adrien_0003,"Collège Françoise Dupont, locker room. Lila is walking to the exit when suddenly Adrien barges in.","Adrien: Lila, I'm perfectly happy being friends with you, and I'll gladly help you catch on your schoolwork, but please don't lie to me like you did last time with Ladybug
Adrien: (in flashback) So I'm guessing you're not a descendant of a superhero, either
Ladybug: (in flashback) She's more like a super liar"
chameleon_adrien_0004,"Collège Françoise Dupont, roof. Ladybug looks down to see Chameleon (Adrien) approaching Nino and Alya, who are just leaving a classroom.","Plagg: (floats out) Adrien, Adrien!
Chameleon (as Adrien): Nino, I have something to tell you. You don't deserve my friendship or your girlfriend or your cap. (takes Nino's cap and puts it on herself)
Alya: Hey!
Chameleon (as Adrien): You should see your faces, don't miss my performance at the Eiffel Tower. You're gonna love it"
chameleon_adrien_0005,"Collège Françoise Dupont, courtyard. Lila is sitting on a bench, the class is standing around her.","Marinette: So we just stand by and let her lie?
Adrien: As long as you and I both know the truth, does it really matter?
Marinette: You're right, maybe it's not such a big deal"
chameleon_adrien_0006,Literature classroom.,"Class: Good afternoon, Miss Bustier
Adrien: Good for you for taking the high road, Marinette. Hey, it's pretty cool back here. (Marinette giggles)
Miss Bustier: Lila?"
chameleon_adrien_0007,Literature classroom.,"Miss Bustier: Adrien? outside, front staircase
Adrien: Present
Miss Bustier: Max?"
chameleon_adrien_0008,Literature classroom.,"Marinette: —gonna get that house, and have three kids and a hamster named—
Adrien: (interrupting her thoughts) Marinette, Miss Bustier's called your name three times already
Marinette: Oh. (looks sheepishly at Miss Bustier)"
climatiqueen_adrien_0001,Adrien's room. Adrien is scrolling through the Zoo app on his phone.,"Alec: Today's one day, one passion episode, Gabriel Agreste! The great designer fashionable passion who sacrificed everything to save paris by helping Ladybug to defeat the trebled-
Adrien: I can't wait for you to get here, I love you
Tikki: You got another text from Adrien!"
climatiqueen_adrien_0002,The Agreste's Kitchen. Adrien is cooking pancakes while Plagg floats over with a piece of cheese.,"Nathalie: Good morning, Adrien
Adrien: Good morning, Nathalie
Nathalie: Hm, smells good!
Adrien: I hope you like it"
climatiqueen_adrien_0003,The Agreste's Kitchen. Adrien is cooking pancakes while Plagg floats over with a piece of cheese.,"Adrien: I hope you like it
Adrien: My pancakes aren't very good, are they?
Nathalie: Not at all; I think they're delicious
Adrien: My father's were better. They were perfect
Nathalie: Mmm, I disagree. Your father's lacked sweetness. Honestly, I like yours better
Adrien: What's my schedule for today?
Nathalie: As I've already said, you no longer need one. The only person who decides what you have to do now is you
Adrien: But then, what should I do?
Nathalie: Well, whatever you want
Adrien: Oh, alright then. I'll decide. I guess"
climatiqueen_adrien_0004,Japanese classroom. Marinette and Adrien are looking over Japanese books while the teacher instructs off-screen.,"Japanese teacher: こんにちは、奥様。(Translation: Hello, ma'am.)
Adrien: こんにちは、奥様。
Marinette: (Butchered Japanese) Ko-ni-ci-o-ku-sama?
Adrien: The past and the future seem to fade away. When we live for the present, there is the sweetness of today"
climatiqueen_adrien_0005,The courtyard. Adrien and Marinette are exiting the elevator.,"Marinette: Poetry was no piece of cake. Your poem, on the other hand, was so sweet
Adrien: Thank you
Marinette: Poetry seems to come easily to you
Adrien: Let's just say it was interesting
Marinette: But not passion-worthy, right?"
climatiqueen_adrien_0006,Cafeteria. Nino is laughing with a group of friends while Aglaé runs up to them.,"Marinette: ((horrified)) Who took those photos?!
Adrien: ((surprised)) Who wrote that?!
Climatiqueen: It's time for the sun to shine on me! You're all going to like my content to the heart of the storm!"
climatiqueen_adrien_0007,Nurse's room. Adrien walks in.,"Ladybug: If weather is your passion, don't let anyone take that away from you. Success doesn't matter. It's the pleasure you take in doing things that counts
Adrien: Sorry I made you wait, Aglaé. With Climatiqueen around, I had to be cautious
Marinette: I got struck by Climatiqueen, but luckily I got my stuff back!"
climatiqueen_adrien_0008,Place des Vosges. Marinette is watching a video of Aurore's.,"Marinette: I'll always be there for you, Adrien, but I can't choose a passion for you. And even if you don't find one right away, that's okay. You have so many things to discover, not only in school, but outside of school, too. It's gonna take time, and that's normal
Adrien: I don't mind how long it takes, Marinette, as long as I'm with you
Both: I love you. (They laugh and then kiss)"
collusion_adrien_0001,"Interior, the Agreste mansion, in the kitchen. Adrien sits down at the table next to Nathalie.","Adrien: Thank you! See you later, Marinette! (hangs up)
Adrien: Good morning!
Gabriel: Just in time for breakfast! By the way, how did your friend Marinette take the news of your upcoming departure for London, Adrien?"
collusion_adrien_0002,In front of the Agreste mansion.,"Adrien: You should've listened to Marinette's advice, father. Your pancakes taste as bad as ever. (moves his plate away) Have a nice day, Nathalie. (takes his bag and walks out as Gabriel looks at him furiously)
Adrien: (to his bodyguard) If you don't mind, I'd rather walk. I need to take my mind off things
Plagg: You really put your father in his place! I can't wait to see his face when you tell him you're not going to London!
Adrien: I have no idea how to tell him that, Plagg
Plagg: But you're going to tell him, right? You can't wait until you're gone to tell him you're not going
Adrien: All I know is — whatever happens, Marinette and I will last forever
Plagg: Forever? Well, in the meantime, you only have a few days left!"
collusion_adrien_0003,In front of Collège Françoise Dupont. Adrien meets up with Marinette.,"Rose: The kiss! The wonderful act that will seal the eternal love between the cutest sweethearts ever! The sweethearts we've been waiting forever for! So — you two, kiss. Now. Or I will kiss you both!
Adrien: It's nice of you to support us, Rose, but we're just waiting for the right time. Aren't we, Marinette?
Marinette: Oh, you said it so well. You're perfect, Adrien, as always
Adrien: No, you are
Marinette: No, you are
Adrien: No, you are
Marinette: No, you're perfect
Adrien: No, (you're) perfect
Marinette: No, (you're) perfect
Adrien: No, you
Marinette: No, you"
collusion_adrien_0004,Literature classroom,"Marinette: What?! No, I didn't! I was stopping Ivan from–
Adrien: Chloé's lying! She's a manipulator!
Chloé: See? They all pretend to be non-violent, but they'll attack a helpless girl! (makes another call with her Alliance) Ms. Mendeleiev! (smiles to the class evilly)"
collusion_adrien_0005,Liberty. Adrien sits on one of the hammocks. Marinette approaches him.,"Marinette: I'm sure everything will be okay. The Resistance won't give up
Adrien: I hope so…
Marinette: Is something else… going on? Do you wanna talk about it?
Adrien: (stays silent for a brief moment, thinking) I–"
collusion_adrien_0006,Liberty. Adrien sits on one of the hammocks. Marinette approaches him.,"Adrien: (stays silent for a brief moment, thinking) I–
Adrien's phone: Megakuma alert! Megakuma alert!
Adrien: I have to– uhh… I have to go! My father insisted I come home right away in case of a Megakuma alert. (runs off)"
collusion_adrien_0007,Streets near the Seine,"Marinette: You must be right. Tikki, spots on! (transforms into Ladybug)
Adrien: (hides behind a staircase) I was just about to tell her but it's never the right time… Plagg, claws out! (transforms into Cat Noir)
André: (in the video) I've cheated and I've abus–"
conformation_the_final_day_part_1__adrien_0001,Marinette's room,"Marinette: Tikki, I need to find out where Mr. Agreste has sent Adrien. I need to free him, I mean... to talk to him. (Experiences another sudden ache.) At least to make sure that he's okay... (Grabs her phone and dials Adrien's number.)
Adrien: (pre-recorded voice) Hey! This is Adrien's voicemail. Leave a message
Marinette: What? (Opens it.)"
conformation_the_final_day_part_1__adrien_0002,Gabriel's lair,"Adrien: (Wakes up.) NO! (Hyperventilates.)
Adrien: (on the camera footage) Open the door, NOW! (Bangs on the door of his room.) LET ME OUT!
Gabriel: It's time to begin distribution of the antidote to these nightmares
Adrien: (on the camera footage) Open the door!"
conformation_the_final_day_part_1__adrien_0003,"Adrien's room, Tsurugi Industries laboratory in London","Ad voice: To download your app for free, say ""Perfect Alliance""
Adrien: This is insane! My father is out of control! (Throws the Alliance on the floor.)
Plagg: That (is) a pretty accurate description of your father, yes. What are you waiting for? Transform and get out there! Besides, we'll never find any cheese here
Adrien: (whispers) Plagg, hide! There are cameras everywhere!
Plagg: Relax. May I remind you that kwamis cannot be filmed or have their voices recorded?
Adrien: (Grabs his head.) But my father could hear or see me transform into you-know-who!
Plagg: Hmm... (Flies into the wall and disables the room's cameras.) There! No cameras, no problem"
conformation_the_final_day_part_1__adrien_0004,"Adrien's room, Tsurugi Industries laboratory in London","Plagg: Shall we?
Adrien: No, Plagg
Ad voice: To download your app for free, say ""Perfect Alliance"""
conformation_the_final_day_part_1__adrien_0005,"Adrien's room, Tsurugi Industries laboratory in London","Adrien: We'll see each other again, my friend. I know it. In the meantime, the only thing I can do is not get akumatized
Adrien: (Defeated, finally puts on the Alliance.) Perfect Alliance
Alliance Kagami: Adrien, focus on the thing you like the most — the soothing, peaceful sound of the foils brushing against one another"
conformation_the_final_day_part_1__adrien_0006,"Tom &amp; Sabine Boulangerie Patisserie, living room","Nathalie: (Swipes the pop-up away.) He's going to finally do it
Alliance Adrien: That feeling when you're kneading dough... making bread relaxes me so much
Tom: See, Sabine? I always told you that Adrien would make a great baker"
conformation_the_final_day_part_1__adrien_0007,Liberty,"Alya's Alliance Kagami: As proven by our investigative journalism, there isn't any problem anywhere, is there, Adrien?
Alya's Alliance Adrien: Not a single one. Everything's fine, Kagami
Mylène: Friends, I had an awful nightmare. All the trees on Earth had been uprooted by extraterrestrials. What if it was a prophetic dream? What if the world is in danger?"
conformation_the_final_day_part_1__adrien_0008,"Tom &amp; Sabine Boulangerie Patisserie, living room","Alliance Ladybug: You think your Perfect Alliance is stronger against Akumas than Cat Noir and Ladybug?!
Alliance Adrien: Help! Please save us!
Alliance Kagami: Please, leave us alone!"
confrontation_adrien_0001,"Interior, Collège Françoise Dupont, in the library. Marinette piles up every submitted application form and puts it on a table. Max and Kim are seen walking out the library.","Marinette: (smiles) Thank you, Tikki!
Adrien: Is something wrong, Marinette?
Marinette: I'm having a really strange feeling about something. Up until now, Alya and I were the class reps. When our classmates gave us their career forms, they are also entrusting us with their hopes and dreams"
confrontation_adrien_0002,"Interior, Collège Françoise Dupont, in the library. Marinette piles up every submitted application form and puts it on a table. Max and Kim are seen walking out the library.","Marinette: (looks away) I feel like I'm betraying our friends by entrusting their forms to such awful girls
Adrien: If Chloé and Lila try to do something bad, we'll find a way to stop them. (places a hand on Marinette's shoulder) I trust us. (hugs Marinette) (I trust you.)
Marinette: Your file is the only one still missing
Adrien: I'm... still not sure what I want to do yet
Marinette: It's fine. (takes the pile of files and starts to walk out the library with Adrien) You still have a little time before the teacher rep meeting"
copycat_adrien_0001,Marinette's room.,"Alya: (taps the call button on her phone) Too late. It's (dialing). (She jumps behind Marinette's chaise.)
Adrien's voice recorder: Hey, this is Adrien's voicemail. Leave a message
Marinette: It's gone to voicemail!"
copycat_adrien_0002,"Collège Françoise Dupont. Adrien is taking fencing classes, while Plagg is in his locker, eating Camembert.","Automated voice: (from phone) You have 1 new message. (Plagg shuts it off.)
Adrien: Gotta get a drink of water. I'll be right back. (He runs to his locker and opens it. He opens his bag and sees Plagg inside, finishing his cheese.) Plagg, you pig!
Plagg: You have 1 new message. (burps)
Adrien: Move, please, so I can check my voicemail. Hmm, don't recognize this number. Oh no, now we're late! Time to transform, Plagg! (His ring flashes.)"
