id,scene,conversation
action_marinette_0011,Gabriel's atelier. Gabriel is watching the broadcast.,"Adrien: (while looking at Marinette, who blushes) It's so beautiful, that you'd want to keep it forever. (Marinette pulls out a bamboo fan of her own. She then raises it in the air.)
Marinette: Let's demand change from the people who have the power to implement environmentally sustainable solutions. (Closes the fan) For the world of tomorrow is built by the choices we all make today
Nadja: This initiative by young people from all around the world, which you discovered as an exclusive live in yesterday's broadcast, has elicited many reactions. (Screen changes to show André being interviewed.)"
action_marinette_0012,Marinette's balcony. Marinette is crouching down.,"Marinette: Monarch is polluting us with yet another one of his supervillains! (lets Tikki out of her purse.)
Marinette: Tikki, spots on! Yeah! (transforms into Ladybug)
Cat Noir: Meow, m'lady!"
adoration_marinette_0001,"Interior, the Dupain-Cheng's residence, in Marinette's room. Marinette takes Zoé in her room.","Denis Damoclès: Well, perfect, then! We'll meet with you both tonight to find out what you've planned. Surprise us!
Marinette: We're going to make a great team! Wait 'til you hear my ideas— (turns around to look at Zoé, who seems to have stopped moving) You okay, Zoé?
Zoé: (wide-eyed) Your room is... beautiful!!
Marinette: Oh! Silly me. You've never been here before. Let me show you around! (pulls Zoé with her) This is my chaise lounge. I made it myself from salvaged parts. (opens her chest which happens to have tons of photos of Adrien inside and her gifts for his future birthdays) That's my storage chest— IT needs some tidying up. (holds her mannequin) My mannequin for working on my fashion designs, (scurries to her computer table) my desk, where I do my homework... and now, my most important spot: my creative workshop — with my sewing machine, threads, fabrics
Zoé: (takes a look at Marinette's notebook) Woah... that's gorgeous!
Marinette: (chuckles) Thanks! It's just a sketch, of course. That's the dress I'd like to make for the dance. Well, I still have to get all the necessary pieces, but I hope I'll have time and... (accidentally pulls her ""Adrien"" drop down board) WAH! Oops, sorry! That's kind of dangerous and useless anyhow. I should just get rid of it already. I'm past all those ""crazy"" plans to try and talk to Adrien anyhow. (retracts her ""Adrien"" drop down board) Come on! Let's head to the patio!"
adoration_marinette_0002,"Interior, the Dupain-Cheng's residence, in Marinette's room. Marinette takes Zoé in her room.","Marinette: (chuckles) Thanks! It's just a sketch, of course. That's the dress I'd like to make for the dance. Well, I still have to get all the necessary pieces, but I hope I'll have time and... (accidentally pulls her ""Adrien"" drop down board) WAH! Oops, sorry! That's kind of dangerous and useless anyhow. I should just get rid of it already. I'm past all those ""crazy"" plans to try and talk to Adrien anyhow. (retracts her ""Adrien"" drop down board) Come on! Let's head to the patio!
Marinette: Outdoors at the Trocadero?
Zoé: Under the vault of the Grand Palais?
Marinette: (gasps) The Eiffel Tower! It's the perfect place! (starts sketching on her sketchbook) That's where we should have our first kiss! It has to be exceptional, magical, (miraculous—) (gasps) I know, I need to learn how to say ""I love you"" first. I'm good at dreaming about it, but when it comes to actually doing something? It's almost impossible. Although... you could help me!
Zoé: Help you with what?
Marinette: I was thinking we could ask your stepfather about using the Eiffel Tower for the dance. But... maybe you don't want to bother him with that
Zoé: No, totally the opposite! Let's go talk to Anaximandre!
Marinette: Um... who?
Zoé: I mean, let's go talk to my stepdad, the Mayor of Paris!
Marinette: I just realized that if your ""lovely"" half-sister sees us together, she'll make your life a living nightmare!
Zoé: Chloé doesn't have that power anymore!"
adoration_marinette_0003,"Exterior, Le Grand Paris. As the girls are about to enter the building, Marinette stops and panics for a moment.","Chloé: Don't you dare go ANYWHERE near my room!!
Marinette: Wow...! What happened to the scared Zoe who moved here from New York a few months ago?
Zoé: It's all thanks to you, Marinette. You're the one who helped me change!"
adoration_marinette_0004,"Exterior, Le Grand Paris. As the girls are about to enter the building, Marinette stops and panics for a moment.","Zoé: Marinette and I have been selected to plan for the end-of-the-year dance at school, and we were wondering if there is any way we can have it on the Eiffel Tower!
Marinette: (holds up her sketch book containing the sketches of her plan) There'll be a concert, then a DJ set, a buffet, and for those who don't like to dance, a trampoline stretched between the four pillars of the tower!
Andre: Interesting! (a montage of Andre as a cinematographer flashes on the background as he gets carried away) We could also film the evening, and the images would be projected in real time on a giant screen. A film within the film about the film of the party, because cinema is life and life is cinema... (montage ends) and if someone needed to proclaim their love for somebody else, this would be the perfect place and time for it... (clears throat) Well, by the power vested in me, the city of Paris authorizes to hold this party on the Eiffel Tower. (gives the sketchbook back to Marinette)
Marinette: (takes her sketchbook from Andre) Thank you, Mr. Mayor!
Andre: And by the way, if Chloé comes asking questions, (whispers) we never had this conversation"
adoration_marinette_0005,"Interior, Le Grand Paris, in Zoé's room. Marinette, who comes in with Zoé, enters the room, ecstatic.","Lila: (I) have the perfect plan to get rid of her (for good), but it's going to require... you two. (points at Chloé and Sabrina)
Marinette: Wow... we're actually getting the Eiffel Tower!! (squeals) Well, we should probably plan this afternoon, go see Kitty Section and Nino for the music, my parents for the buffet— oh, and we need a florist for the decor. This is going to be the best party ever!
Sabrina: But... I can't do something like that! (gets down on her knees) Chloé, I'd do anything to help you, but this... this goes against everything I stand for! You know my dad is a police officer! I just can't!"
adoration_marinette_0006,At the Eiffel Tower. All the people that Marinette and Zoé have collaborated with are gathered with them at the venue.,"Marinette: Uh— no! I don't think about him THAT much, you know? He doesn't belong to me. Well, I mean, he kinda does a little, but none of this matters because no one really belongs to anyone! What matters is (leans closer to Zoé) what brings us together and what you and I are supposed to do. You know, organize the school dance?
Marinette: Once all the students are here, Kitty Section will open the evening with a concert. Anyone who doesn't like dancing
Zoé: And who isn't afraid of heights
Marinette: can have fun on a huge trampoline set up between the feet of the Eiffel Tower"
adoration_marinette_0007,At the Eiffel Tower. All the people that Marinette and Zoé have collaborated with are gathered with them at the venue.,"Marinette: can have fun on a huge trampoline set up between the feet of the Eiffel Tower
Marinette: My parents will have to prepare a buffet with the Dupain-Cheng bakery's most popular specialty
Zoé: We'll also have the chance to enjoy beautiful decorative works by our talented, favorite florist!"
adoration_marinette_0008,At the Eiffel Tower. All the people that Marinette and Zoé have collaborated with are gathered with them at the venue.,"Chloé: There will be no obstruction to my justice!!
Marinette: (in disbelief) What???
Zoé: Chloé's planned all this!!"
adoration_marinette_0009,"Exterior, Le Grand Paris. Marinette's given Zoé a ride back to the hotel on her scooter.","Marinette: It was so kind of you, Zoé, but... don't ever sacrifice yourself for me or anyone else. And the same thing goes for your feelings
Marinette: (sighs) I know... you're in love with Adrien. Don't sacrifice your feelings for him because of me. He has the right to hear your declaration
Zoé: Adrien?! But you're the one he loves
Marinette: Even if he loves me, he'd be flattered to know that you love him too. Let him know how you feel about him... (Zoé frowns and looks down.) Zoé, you're an amazing person. One can only feel honored to be loved by you
Zoé: Are you sure?
Marinette: Of course! You can't keep it to yourself!
Zoé: But... Adrien’s not the one I’m in love with
Marinette: Oh? Who is it, then?"
adoration_marinette_0010,"Exterior, Le Grand Paris. Marinette's given Zoé a ride back to the hotel on her scooter.","Marinette: Oh? Who is it, then?
Marinette: Oh... Oh! Oh. (Zoé keeps her tender, loving smile and gaze at Marinette as the two share an embrace moments after) I am (truly), very honored. I mean it, Zoé
Zoé: Thanks, Marinette. (they let go of their embrace) You're right! It's such a relief to get these things off your chest. You should try it, too!
Marinette: What do you mean?
Zoé: Adrien! What are you waiting for? Go tell him you love him!
Marinette: But— wait what? How is he going to react? And what am I going to say to him?? What if I just do what I always do — mess things up and definitely ruin things between us?!
Zoé: Marinette... I've been wanting to tell you how I feel since the day I met you. But since you're madly in love with Adrien, I thought it would be pointless and ruin things between us. But look, I just told you, and I can see it doesn't change anything
Marinette: Which changes everything for me
Zoé: You were right: telling someone that you love them doesn't ruin anything. It's time you started taking your own advice, too. (Marinette becomes wide-eyed.) What are you waiting for? Go!
Marinette: Adrien!! (runs and pants as she stops in front of him)"
adoration_marinette_0011,"Exterior, the Agreste mansion, outside the gate. Adrien is seen walking towards the entrance.","Marinette: I— My hair is a mess, I'm not wearing my princess dress, there's no music, no rose petals everywhere, and we're not on the Eiffel Tower. But even though this isn't at all how I'd imagined this magical moment would play out, it feels right
Marinette: Adrien, I love you
Adrien: This couldn't be any more magical, Marinette"
alix_webisode__marinette_0001,Marinette's room,"Marinette: (narrating) Dear diary, today for a class project on friendship, Ms. Bustier
Alix: My old man gave me this for my birthday. This watch is totally a family heirloom
Marinette: (narrating) And I would've felt the same. That watch looked like there was something special about it
Alix: Ladybug, your gonna need this
Marinette: (narrating) Oh I think I got it"
anansi_marinette_0001,"Césaire apartment, living room. Alya and Nino are dancing in front of the television. Marinette is watching from behind, next to her phone with Adrien on videocall.","Marinette: They're so in sync with each other
Adrien: (on videocall) You're right. Someday I hope I'll find someone I can share everything with… (Marinette gasps) like they do. (in his room, Adrien sighs) But until my father starts letting me go out more often, that probably won't be happening
Marinette: (on videocall) Are you sure your dad won't let you come? It's such a bummer
Adrien: (on videocall) You know how overprotective he is. One day he'll realize I'm not a child anymore, but we're not quite there yet. (Marinette chuckles)"
anansi_marinette_0002,"Césaire apartment, living room. Alya and Nino are dancing in front of the television. Marinette is watching from behind, next to her phone with Adrien on videocall.","Nora: (spits out her drink) Oh no! Baguette and cappie can go with cellphone boy if they want, but you're staying here. (crushes a milk carton under her hand) It's (way) too dangerous
Marinette: But Nora—I mean, Anansi, you can't do that!
Nino: Yeah, no way dude, we're not going without Alya!"
anansi_marinette_0003,"Césaire apartment, living room. Alya and Nino are dancing in front of the television. Marinette is watching from behind, next to her phone with Adrien on videocall.","Adrien: Sorry, Nino; I'm sure we'll work (something) out
Marinette: We gotta go, or else we'll miss the fireworks
Alya: (resigned) Forget it; you guys go without me"
anansi_marinette_0004,"Césaire apartment, living room. Alya and Nino are dancing in front of the television. Marinette is watching from behind, next to her phone with Adrien on videocall.","Alya: (resigned) Forget it; you guys go without me
Marinette and Nino: Huh?!
Marinette: No way! (gasps and looks smug) Okay, Nino will arm-wrestle you"
anansi_marinette_0005,"Césaire apartment, living room. Alya and Nino are dancing in front of the television. Marinette is watching from behind, next to her phone with Adrien on videocall.","Nora: (fake yawns)
Marinette: (gasps) Over there, an akuma! (points past Nora)
Nora: (turns her head to look where Marinette pointed) What?!"
anansi_marinette_0006,"Césaire apartment, living room. Alya and Nino are dancing in front of the television. Marinette is watching from behind, next to her phone with Adrien on videocall.","Alya: That's it, Nora! You lost the challenge, so deal with it. I've had it with your overprotective big-sis-smothering. I'm going out with my BFFs and I don't care what you think. Alya out. (starts to leave, then motions for Marinette and Nino to follow)
Marinette: Uh, see you, Nora—I mean, Anansi. (chuckles nervously; Nino chuckles too)
Hawk Moth: A big sister with the best of intentions, unappreciated and unwanted — ideal prey for my akumas. (turns a butterfly into an akuma) Fly away, my little akuma, and evilize her broken spirit!"
anansi_marinette_0007,"Place de la Concorde, Ferris wheel. Marinette, Alya and Nino are in the Ferris wheel, watching the fireworks show. Marinette is holding her phone so Adrien can see, too.","Nora: Let the match begin, Hawk Moth. (is engulfed by purple and transforms into Anansi)
Marinette: Just in time! Look at that!
Alya: Wow! (looks at Nino, who looks sad, and her facial expression shifts to concerned) What's up?"
anansi_marinette_0008,"Place de la Concorde, Ferris wheel. Marinette, Alya and Nino are in the Ferris wheel, watching the fireworks show. Marinette is holding her phone so Adrien can see, too.","Adrien: (on videocall) Whoa! It's beautiful, thank you, guys. (suddenly looks shocked) Marinette, behind you! I saw something go by; what was it?
Marinette: (turns around and looks through the window) I don't see anything. Maybe it was a bird
Nino: (still embracing Alya) Dude, please don't tell me we're gonna be stuck up here!"
anansi_marinette_0009,"Place de la Concorde, Ferris wheel. Marinette, Alya and Nino are in the Ferris wheel, watching the fireworks show. Marinette is holding her phone so Adrien can see, too.","Anansi: (climbs up to the window of her sister's and friends' cabin) Well, well. There you are, fly-weights
Marinette, Alya and Nino: (in unison) Nora?!
Anansi: Nora's not here to protect you anymore. I am Anansi, super-spider. (picks up the cabin they were riding in, jumps down from the Ferris wheel and throws the cabin on the ground)"
anansi_marinette_0010,"Place de la Concorde, Ferris wheel. Marinette, Alya and Nino are in the Ferris wheel, watching the fireworks show. Marinette is holding her phone so Adrien can see, too.","Nino: (groans) Alya! (runs after Anansi when she leaps away with Alya)
Marinette: Nino! (runs after Nino as Anansi is seen running backwards atop cars, spitting webbing behind her; in the distant background the Ferris wheel continues rolling) Nino, wait!
Nino: (to Marinette) I'm not a fly-weight and I don't need your help to prove it! (continues running)
Marinette: (hides behind a car) Tikki, I think I messed up; we've gotta stop Nino...and save Alya!"
anansi_marinette_0011,"Place de la Concorde, Ferris wheel. Marinette, Alya and Nino are in the Ferris wheel, watching the fireworks show. Marinette is holding her phone so Adrien can see, too.","Marinette: (hides behind a car) Tikki, I think I messed up; we've gotta stop Nino...and save Alya!
Marinette: (unhappily) Tikki, spots on! Ah! (Marinette transforms into Ladybug)
Female civilian: Thank you, Cat Noir"
anansi_marinette_0012,Place de la Concorde. Alya and Nora are walking together; Nino comes running towards them. Marinette runs towards them as well.,"Nora: Fly-weights! (sighs) Truth is…I did lose the match…and my cool. Sorry about everything that went down
Marinette: Nor—uuh, uuh, Anansi. I...actually...you didn't lose the game
Nora: Huh?
Marinette: I helped Nino to win by distracting you. I'm sorry
Nora: Hey! We're cool, Marinette. (holds her hand out; Marinette takes it and Nora pulls her into a head-lock/hug) It's no big deal. (grabs Nino and head-locks him, too) Cappie proved that he doesn't need muscles to be strong"
animaestro_marinette_0001,Dupain-Cheng residence,"Marinette: Not a thing. Like, not in the slightest. I just want to help out my wonderful sweet parents who I love so much.(drops the balanced bowl and the fruit)
Marinette: (dejectedly) You guys don't trust me. Then again, I'm such a klutz. Even I wouldn't trust me. (picks up oranges)
Tom: Of course you're not a klutz, my darling. You're hired. We'll just—
Marinette: (hugs Tom) Oh, thank you! You're the best parents in the world! (dances out of the room while singing, and crashes into something)"
animaestro_marinette_0002,Inside event. Marinette is getting ready to serve the macaroons,"Jagged: She even designed my album cover!
Marinette: (giggles awkwardly) Er, thanks. Er, macarons? (Thomas goes to take a macaron but hands from offscreen take them before he gets a chance)
Tom: Phew. So far so good"
animaestro_marinette_0003,Inside event. Marinette is getting ready to serve the macaroons,"Marinette: No!
Marinette: No!
Chloé: (to Thomas) You! Go fetch me a chocolate macaron, but make sure it's dark chocolate, not milk chocolate. Got that?"
animaestro_marinette_0004,Inside event. Marinette is getting ready to serve the macaroons,"Chloé: (to Marinette) Actually, it's a really good thing you're doing the serving, Dupain-Cheng, because that means while I'm watching the movie with Adrien, you'll be washing dishes! (laughs)
Marinette: Excuse me. Sorry! Excuse me. Sorry! Excuse me. (crawls after the macaron while going near Adrien. Adrien goes to help her when Nathalie Sancoeur interrupts)
Nathalie: Adrien, you're expected to welcome the Tsurugis
Marinette: (catches her special macaron) Ah! (holds up the special macaron while Chloé walks beside her)"
animaestro_marinette_0005,Inside event. Marinette is getting ready to serve the macaroons,"Marinette: (catches her special macaron) Ah! (holds up the special macaron while Chloé walks beside her)
Marinette and Chloé in unison: (when they spot Kagami) Oh no! Not her! Huh? Stop it! You're copying me! Quit it! No, you quit it! (Marinette sticks a macaron in Chloé's mouth)
Marinette: Do you know her?"
animaestro_marinette_0006,Where Kagami and Adrien are talking.,"Chloé: Alright. (she looks at what Marinette has gathered) Garbage bag, ladle and what? (she holds up a spool of string) I asked you to get some rope!
Marinette: All I could find was this cooking string. You know, for tying up roasts
Chloé: Do I look like someone who knows anything about cooking roasts? (she grabs Marinette's arm and starts pulling her along)
Marinette: Hey, wait!"
animaestro_marinette_0007,Where Kagami and Adrien are talking.,"Marinette: Hey, wait!
Marinette: Chloé! We can't do this!
Chloé: Listen, Marinette! If we don't sacrifice a few macarons now Adrien is going to be eating sushi for the rest of his life!"
animaestro_marinette_0008,Another part of the event. Chloé is handing a cake to Jagged.,"Marinette: Thank you, Adrien! (The gum sits on the ground next to Kagami's foot)
Marinette: Here, Adrien. This is, uh, your favorite flavored macaron. Er, of course I'm just guessing. I mean, how would I know, right? (nervous giggle) But people do sometimes prefer some things to other things so... Here!
Adrien: Uh… thanks, Marinette!"
animaestro_marinette_0009,Another part of the event. Chloé is handing a cake to Jagged.,"Chloé: Phase two, Dupain-Cheng
Marinette: Can you please autograph this for me, Jagged? (Marinette holds up the poster of Jagged Stone)
Mrs. Tsurugi: Kagami! (Kagami straightens up and doesn't sit on the cake)"
animaestro_marinette_0010,Event. Adrien is peeling gum off Kagami's shoe.,"Marinette: I promise I'll never take Chloé's advice again!
Marinette: Tikki, spots on! Yeah! (Marinette transforms into Ladybug)
Cat Noir: We'd have come to your movie premiere if we'd have known how upset you were gonna get"
animaestro_marinette_0011,Event. Marinette is standing outside the movie theatre handing out macarons.,"Thomas: (after seeing the conversation) You know what. Take my seat and enjoy the movie. I've seen it ten times or more. What matters the most for the movie is to be seen by people who really want to see it right?
Marinette: (stutters) But... I-I... Uh... But
Thomas: Sorry, I guess you don't know who I am either
Marinette: Of course do. You're Thomas Astruc the movie director! (hugs him) Oh thank you, thank you, thank you, thank you, thank you!
Thomas: She recognized me. Somebody actually recognized me! (wipes away tears) This is the best day of my life! (eats a macaron)"
animan_marinette_0001,Collège Françoise Dupont courtyard.,"Marinette: (reading a magazine) ""Leo: Your heart's gonna roar"". (turns the page and sees pictures of Adrien in both pages) Wow, roar!
Adrien: (appears behind and teases Nino) FYI, Marinette's never gonna fall in love with a statue"
animan_marinette_0002,"Outside Collège Françoise Dupont. Alya and Marinette are walking out of the Collège, while Adrien and Nino are hiding behind a banister.","Adrien: Okay, I got your back. (Adrien and Nino fist-bump)
Marinette: (holding the magazine in front of her) Oh, he's (such) a—
Alya: Smartie, hottie, suavísimo, yummy-tastic spellbinder!
Marinette: All of the above. (bumps into Nino) Huh?"
animan_marinette_0003,"Outside Collège Françoise Dupont. Alya and Marinette are walking out of the Collège, while Adrien and Nino are hiding behind a banister.","Nino: Sorry
Marinette: (giggles and looks down to see the magazine pages with pictures of Adrien) Ahh!
Marinette and Adrien: Sorry. (Marinette grabs the magazine away)"
animan_marinette_0004,The Zoo. Marinette turns on a speaker in her left ear.,"Alya: Fine, just be yourself (and) look where you're going
Marinette: Oh, where are you, love of my life?
Tikki: How's Adrien supposed to be the love of your life if you can't even talk to him?
Marinette: (determined) Tikki, stay out of sight. I'm gonna talk to him, you'll see. I (will) speak to him!"
animan_marinette_0005,The Zoo. Marinette turns on a speaker in her left ear.,"Alya: (from the earpiece) Marinette, target at ten o'clock!
Marinette: NO!!! (Max and Kim stand there, confused) Aha, I mean, uh, thanks but...no thanks. I'm waiting for someone. Uh, you go ahead
Kim: 'Kay, maybe we'll see you later, then. (Kim and Max walk away)
Marinette: Yeah, later! (looks for Adrien, but she only sees Nino. He smiles nervously while waving and walking towards her. Marinette speaks to Alya) Where's Adrien?"
animan_marinette_0006,The Zoo. Marinette turns on a speaker in her left ear.,"Nino: We'll be better off without me
Marinette: (confused) Huh?
Plagg: (pops out of Adrien's hair, and the latter tries to shush him) Ah, this trip is turning out to be a lot more interesting than I thought. Turn up the volume! (Adrien sighs)"
animan_marinette_0007,The Zoo. Marinette turns on a speaker in her left ear.,"Alya: (reacting, from the earpiece) Of course we do, you dumbo!
Marinette: Of course we do, you dumb—oh I mean, wasn't he supposed to come? Don't you wanna wait for him?
Adrien: (from the earpiece) Tell her you want to be alone with her"
animan_marinette_0008,Marinette and Nino are sitting at a picnic table waiting for Adrien.,"Adrien: Hey, what are you doing?
Marinette: You do? Well, I can help you with that
Nino: You could?"
animan_marinette_0009,Marinette and Nino are sitting at a picnic table waiting for Adrien.,"Nino: It's youuu...uur best friend Alya!
Adrien, Alya and Marinette: What?!
Marinette: Alya? Awesome!"
animan_marinette_0010,The akuma flies and infects Otis' bracelet.,"Tikki: Why didn't you listen to Alya, Marinette?
Marinette: I couldn't help it! I didn't want Nino to be sad
Tikki: We'll deal with that later. Now it's time to transform!
Marinette: Tikki, spots on! Ha!(Marinette transforms into Ladybug)"
animan_marinette_0011,"Marinette's room. Ladybug transforms back into Marinette, exhausted.","Nino: Do you want one, Marinette?
Marinette: Uhh...What's he doing here?
Alya: Ladybug locked us up together in the same cage all afternoon"
animan_marinette_0012,"Marinette's room. Ladybug transforms back into Marinette, exhausted.","Alya: The funniest part of it was that Nino was being totally coached by Adrien at the zoo!
Marinette;: Adrien was there!
Alya: Yup! LOL, huh?"
antibug_marinette_0001,The bathrooms. Marinette walks inside the girls' bathroom where she sees crude drawings of Chloé and multiple instances of Chloé's name being scratched out are present on the walls and stall doors.,"Marinette and Adrien: (at the same time with their respective Kwami) Time to transform!
Marinette: Tikki, spots on! Ha! (Marinette transforms into Ladybug)
Adrien: Plagg, claws out! (Adrien transforms into Cat Noir)"
antibug_marinette_0002,"Outside Le Grand Paris. Reporters swarm Ladybug, but her transformation is about to run out.","Antibug: I love a good catfight! (Cat Noir and Antibug start fighting)
Marinette: Oh no! I don't have any food for you Tikki!
Tikki: Don't worry Marinette, you'll find something
Marinette: Uh, I'll try. (checks the news on her phone)"
antibug_marinette_0003,"Outside Le Grand Paris. Reporters swarm Ladybug, but her transformation is about to run out.","Tikki: I'm giving you advice, now take it! Don't make the same mistake twice!
Marinette: Got an idea! (taps something on her phone)
Antibug: Four…!"
antibug_marinette_0004,"Outside Le Grand Paris. Reporters swarm Ladybug, but her transformation is about to run out.","Cat Noir: Ready for round two? (they start to fight again and they go up to the rooftop)
Marinette: It worked!
Tikki: I'm good to go, Marinette
Marinette: Yes!"
antibug_marinette_0005,"Outside Le Grand Paris. Reporters swarm Ladybug, but her transformation is about to run out.","Marinette: Yes!
Marinette: Tikki, spots on! Ha! (Marinette turns into Ladybug)
Antibug: Bad kitty! Come here to get your leash back"
antibug_marinette_0006,"Collège Françoise Dupont, Literature classroom. Chloé walks into the classroom.","Chloé: Well? What are you doing? Sit down. (Sabrina gasps and sits down happily. Chloé shows a small smile)
Marinette: Did you see that? Chloé smiled nicely! Kinda. I think she's actually happy to have Sabrina back
Alya: Weirdly enough, I think the feeling is mutual. (Sabrina takes out her tablet, and Chloé slides another brooch in front of her)"
antibug_marinette_0007,"Collège Françoise Dupont, Literature classroom. Chloé walks into the classroom.","Chloé: Yeah, yeah. You can show me your gratitude later, class is starting. (smiles again)
Marinette: I think they'll always be BFFs. In their own way
Alya: I still prefer our way, though. (they playfully meet knuckles and smile to each other, below them Adrien smiles as well. Fades to the end card of them and pictures of Ladybug to the left, Cat Noir in the center looking at Ladybug, and Antibug to the right)"
backwarder_marinette_0001,Flashback near the Eiffel Tower in black-and-white except for red searchlights: comparatively young Wang Fu and young Marianne Lenoir are running away from the Nazis during World War II,"Marianne: (stops near the Seine and Fu turns around) Wait! We have to fight, Fu! Let's use the Miraculous: I'll take the Ladybug and you take the Black Cat!
Master Fu: But what if we fail? They'll get hold of this box and it will mean the end of the world! Come with me, we'll be safe in England"
backwarder_marinette_0002,Flashback near the Eiffel Tower in black-and-white except for red searchlights: comparatively young Wang Fu and young Marianne Lenoir are running away from the Nazis during World War II,"Master Fu: (as sad background music commences) I'll come back for this... and you
Marianne: (holding Fu's clenched fists) I'll be waiting for you, right here, every day!
Master Fu: Marianne, I've never told you this, but I—
Marianne: (placing her finger on his lips.) Shh. Tell me when you come back!"
backwarder_marinette_0003,"Meanwhile, at Marinette's room from the present day.","Marinette: Couldn't we try Juleka's idea instead?
Marinette: But I just can't do that! (dramatically flops her head down) I can't talk to him without (raises her head making melodramatic hand gestures) stumbling all over my words. I've been trying for months and... (gasps as she sees Wayzz peeking through her bedroom window) And... you're right! (nervously giggles and starts dragging the girls out of her room as they gasp in surprise) It's about time things change. I'll find the courage, somehow. Thanks, girls!
Alya: (turns to face Marinette in surprise) You sure you'll be okay?
Marinette: (nervously scratching the back of her head) Yeah, sure! I'll let you know what happens. (shuts the trapdoor, shooing Alya out) Bye, girls!"
backwarder_marinette_0004,"Meanwhile, at Marinette's room from the present day.","Marinette: (nervously scratching the back of her head) Yeah, sure! I'll let you know what happens. (shuts the trapdoor, shooing Alya out) Bye, girls!
Marinette: Wayzz! (Wayzz phases through the window and Tikki appears) What's going on?
Wayzz: Marinette, you must come with me! Master Fu needs you! (turns around and phases out of the window)
Marinette: (to Tikki) Do you think it's serious?"
